category,job,kind,file
"01 Small Jobs","01666-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)\05 Stickfile\01 Architectural\Beam Spec Sheet.pdf"
"01 Small Jobs","01666-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)\05 Stickfile\01 Architectural\Beam Wind Table.pdf"
"01 Small Jobs","01666-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)\05 Stickfile\01666-01 2025-01-24 Village Museum Stickfile.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\2411-12 536 East 30th Ave ISSUED FOR CONSTRUCTION.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\2411-15 536 East 30th Ave ISSUED FOR CONSTRUCTION DRAFT.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2403-14 536 East 30th BP.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2404-03 536 East 30th ISSUED FOR BP.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406-11 536 E30th A0.50 Concrete Outlines.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2408-22 536 East 30th Ave Issued for BP Deficiencies.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2408-23 536 East 30th Ave Issued for BP Deficiencies.pdf"
"01 Small Jobs","01668-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2411-08 536 East 30th Ave Issued for Construction DRAFT.pdf"
"01 Small Jobs","01668-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01668-01 2024-11-16 536 E 30TH Ave Stickfile.pdf"
"01 Small Jobs","01669-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01 Architectural\2401-01 526 East 30th IFC.pdf"
"01 Small Jobs","01669-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2309-08 526 E30TH .pdf"
"01 Small Jobs","01669-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2309-18 526 East 30th BP DRAFT.pdf"
"01 Small Jobs","01669-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2309-23 526 E30TH AVE BP PROGRESS SET.pdf"
"01 Small Jobs","01669-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01 Architectural\Obsolete\2309-28 526 East 30th.pdf"
"01 Small Jobs","01669-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01669-01 2024-02-26 526 E 30TH Ave. Stickfile (KW comments).pdf"
"01 Small Jobs","01669-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01669-01 2024-02-26 526 E 30TH Ave. Stickfile.pdf"
"01 Small Jobs","01672-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\05 Stickfile\01672-S1.06.pdf"
"01 Small Jobs","01672-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\05 Stickfile\01 Architectural\09 may 2023 JOHN GRANT-25670 116 AVE- RS2.pdf"
"01 Small Jobs","01672-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\05 Stickfile\01 Architectural\16 OCT 2024 JOHN GRANT-25670 116 AVE- RS2-1.pdf"
"01 Small Jobs","01672-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\05 Stickfile\01 Architectural\16 OCT 2024 JOHN GRANT-25670 116 AVE- RS2.pdf"
"01 Small Jobs","01672-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\05 Stickfile\01672-01 (25670 - 116TH Ave, Maple Ridge) Struct Stickfile 2025-03-27.pdf"
"01 Small Jobs","01673-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01673-01 (Prince George Sandman Structural Review)\05 Stickfile\60028-01 2024-01-16 - Sandman Prince George - Orginal Building Structural.pdf"
"01 Small Jobs","01673-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01673-01 (Prince George Sandman Structural Review)\05 Stickfile\01 Architectural\A-1.01 Facilities Partition Plan.pdf"
"01 Small Jobs","01673-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01673-01 (Prince George Sandman Structural Review)\05 Stickfile\01 Architectural\A-7.01 Building Code.pdf"
"01 Small Jobs","01674-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01674-01 2024-05-21 4332 Erwin Dr REDESIGN.pdf"
"01 Small Jobs","01674-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01674-01 2024-06-24 4332 Erwin Dr REDESIGN (KW comments).pdf"
"01 Small Jobs","01674-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01674-01 2024-06-24 4332 Erwin Dr REDESIGN.pdf"
"01 Small Jobs","01674-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01 Architectural\2310-31 4332 Erwin Drive ISSUED FOR BP (stripped KW).pdf"
"01 Small Jobs","01674-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01 Architectural\2310-31 4332 Erwin Drive ISSUED FOR BP.pdf"
"01 Small Jobs","01674-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01 Architectural\2406-11 4332 Erwin Drive.pdf"
"01 Small Jobs","01674-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01 Architectural\Obsolete\2308-14 Erwin Drive BOV REV 2.pdf"
"01 Small Jobs","01674-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)\05 Stickfile\01 Architectural\Obsolete\2310-13 4332 Erwin Drive PDF Progress Set copy.pdf"
"01 Small Jobs","01678-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01678-01 (Bldg M4 Lonsdale Structural Review)\05 Stickfile\2023.12.13 - WHM (TKA) '01 Site Instruction.pdf"
"01 Small Jobs","01678-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01678-01 (Bldg M4 Lonsdale Structural Review)\05 Stickfile\BLD2021-00049  - 126 E 21 St - Structural (20220622).pdf"
"01 Small Jobs","01678-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01678-01 (Bldg M4 Lonsdale Structural Review)\05 Stickfile\BLD2021-00049  - 126 E 21 St_REVIEW.pdf"
"01 Small Jobs","01679-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01679-01 (475 & 457 W 41st Vancouver Schedule B)\05 Stickfile\01 Architectural\457W41_ARCHSET.pdf"
"01 Small Jobs","01679-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01679-01 (475 & 457 W 41st Vancouver Schedule B)\05 Stickfile\01 Architectural\475W41_ARCHSET.pdf"
"01 Small Jobs","01701-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01701-01 (1065 Palmerston Ave, West Vancouver)\05 Stickfile\1065 Palmerston Ave_Structural review.pdf"
"01 Small Jobs","01701-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01701-01 (1065 Palmerston Ave, West Vancouver)\05 Stickfile\01 Architectural\1065 Palmerston Ave.pdf"
"01 Small Jobs","01701-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01701-01 (1065 Palmerston Ave, West Vancouver)\05 Stickfile\01 Architectural\1065 Palmerston Ave_JS.pdf"
"01 Small Jobs","01711-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01711-01 (2017 West 15th Ave Vancouver Renovations)\05 Stickfile\01711-S1.01.pdf"
"01 Small Jobs","01711-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01711-01 (2017 West 15th Ave Vancouver Renovations)\05 Stickfile\01 Architectural\FLOOR PLAN.pdf"
"01 Small Jobs","01712-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01712-01 (13672 Whalley Blvd Surrey)\05 Stickfile\01 Architectural\108 Ave  Whalley Blvd_2025.02.21.pdf"
"01 Small Jobs","01712-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01712-01 (13672 Whalley Blvd Surrey)\05 Stickfile\01 Architectural\2024-10-03 - 108 Ave  Whalley Blvd (002).pdf"
"01 Small Jobs","01712-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01712-01 (13672 Whalley Blvd Surrey)\05 Stickfile\01 Architectural\2024-10-03 - 108 Ave & Whalley Blvd.pdf"
"01 Small Jobs","01712-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01712-01 (13672 Whalley Blvd Surrey)\05 Stickfile\01 Architectural\2025_04_23 - 108 Ave  Whalley Blvd (Column layout review).pdf"
"01 Small Jobs","01712-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01712-01 (13672 Whalley Blvd Surrey)\05 Stickfile\01 Architectural\3459 -Geotechnical Report May 2024.pdf"
"01 Small Jobs","01715-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01715-01 (Sandman Guildford Surrey)\05 Stickfile\01 Architectural\Surrey-Guildford Arch Set 10.22.2024.pdf"
"01 Small Jobs","01715-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01715-01 (Sandman Guildford Surrey)\05 Stickfile\01715-01 2025-01-12 Sandman Guildford Lobby Reno Stickfile.pdf"
"01 Small Jobs","01719-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01719-01 (1709 Ottawa Avenue, West Vancouver)\05 Stickfile\01719-01 1709 Ottawa Ave_2025-10-18.pdf"
"01 Small Jobs","01719-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01719-01 (1709 Ottawa Avenue, West Vancouver)\05 Stickfile\01719-01 1709 Ottawa Ave_FRAMINGN REVISIONS 2026-01-11.pdf"
"01 Small Jobs","01719-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01719-01 (1709 Ottawa Avenue, West Vancouver)\05 Stickfile\01 Architectural\1709 Ottawa Avenue ARCHITECTURAL NOVEMBER 10 2024.pdf"
"01 Small Jobs","01721-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01721-01 (1880 Palmerston Ave West Vancouver)\05 Stickfile\01 Architectural\1880 Palmerston 20241223.pdf"
"01 Small Jobs","01721-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01721-01 (1880 Palmerston Ave West Vancouver)\05 Stickfile\01721-01 2025-01-02 1880 PALMERSTON- Stickfile.pdf"
"01 Small Jobs","01722-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01722-01 (Lot 1 Lyons Rd Sunshine Coast)\05 Stickfile\01722-01 Lot 1 Lyons Rd_2025-05-29.pdf"
"01 Small Jobs","01722-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01722-01 (Lot 1 Lyons Rd Sunshine Coast)\05 Stickfile\01 Architectural\IMOLBY LYONS ROAD ARCHITECTURAL SEPT 22 2024.pdf"
"01 Small Jobs","01726-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01726-01 (Hunter Residence Quadra Island BC)\05 Stickfile\01 Architectural\Hunter Residence - Rev10 - Feb 24, 2025.pdf"
"01 Small Jobs","01726-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01726-01 (Hunter Residence Quadra Island BC)\05 Stickfile\01726-01 2025-03-21 - Hunter Residence - Stickfile.pdf"
"01 Small Jobs","01727-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01727-01_4406 Canterbury Cresent_2025-08-20.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\2025.04.22 _ Canterbury _ Furniture Plan.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbury Cr - Existing roof framing 2025-03-25.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbury Cr - Tim Reno Plans - Feb-4-25.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbury Crescent - Existing Floor Plan.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbury Crescent - Original Floor Plan.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbuty Cr_ARCH.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbuty Cr_ARCH_partial part 2.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Existing drawings\4406 Canterbuty Cr_ARCH_partial.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Obsolete\4406 Canterbury Cr - Enclosing Carport-TO markup.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Obsolete\ORR CANTERBURY - Lower floor-TO revisions - Feb 7-25.pdf"
"01 Small Jobs","01727-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01727-01 (4406 Canterbury North Vancouver)\05 Stickfile\01 Architectural\Obsolete\ORR CANTERBURY DRAFT UPPER FLOOR PLAN - TO revisions - Feb 7-25.pdf"
"01 Small Jobs","01728-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01728-01 (1139 Vanier Ave Coquitlam)\05 Stickfile\01 Architectural\2025 02 21 DP Appendices_compressed.pdf"
"01 Small Jobs","01728-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01728-01 (1139 Vanier Ave Coquitlam)\05 Stickfile\01 Architectural\2025-04-07-01728-1139 Vanier-Progress set - LZ Comments.pdf"
"01 Small Jobs","01728-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01728-01 (1139 Vanier Ave Coquitlam)\05 Stickfile\01728-01 2025-06-02 1139 Vanier Stickfile.pdf"
"01 Small Jobs","01729-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01729-01 (1158 Dansey Ave Coquitlam)\05 Stickfile\01 Architectural\1158 Dansey_BP R2 Submission-20251110.pdf"
"01 Small Jobs","01729-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01729-01 (1158 Dansey Ave Coquitlam)\05 Stickfile\01 Architectural\Obsolete\1158 Dansey_BP Submission-20250331.pdf"
"01 Small Jobs","01729-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01729-01 (1158 Dansey Ave Coquitlam)\05 Stickfile\01729-01_2025-06-06_1158 Dansey Ave-STICK FILE.pdf"
"01 Small Jobs","01729-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01729-01 (1158 Dansey Ave Coquitlam)\05 Stickfile\01729-01_2025-11-18_1158 Dansey Ave-STICK FILE.pdf"
"01 Small Jobs","01729-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01729-01 (1158 Dansey Ave Coquitlam)\05 Stickfile\01729-01_2025-11-24_1158 Dansey Ave-STICK FILE.pdf"
"01 Small Jobs","01732-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01732-01 (498 South Harmony Rocky View AB)\05 Stickfile\01 Architectural\2025-102BP (Don)(498 South Harmony Rd, RV)(Addition) 03-27.pdf"
"01 Small Jobs","01732-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01732-01 (498 South Harmony Rocky View AB)\05 Stickfile\01732-01 2025-06-26 498 South Harmony Stickfile.pdf"
"01 Small Jobs","01736-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01736-01 (Outdoor Classroom Prince Rupert)\05 Stickfile\23458-PRMS-OUTDOOR_CLASSROOM-2025-05-08.pdf"
"01 Small Jobs","01736-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01736-01 (Outdoor Classroom Prince Rupert)\05 Stickfile\01 Architectural\01736-01-PRMS-OUTDOOR_CLASSROOM-2025-06-03 KOR prel arch cmnts.pdf"
"01 Small Jobs","01740-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01740-01 (8720 No. 1 Rd Richmond Structural Review)\05 Stickfile\01740-01 - Structural Sketch 1.pdf"
"01 Small Jobs","01741-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01741-01 (84 10200 4th Ave Richmond)\05 Stickfile\01 Architectural\84-10200 4th Ave.pdf"
"01 Small Jobs","01741-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01741-01 (84 10200 4th Ave Richmond)\05 Stickfile\01 Architectural\Oreana-Nikolai (Austen) 1 Revisions April 11.pdf"
"01 Small Jobs","01742-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01742-01 (272 Smugglers Cove Rd Bowen Island)\05 Stickfile\01 Architectural\272 Smugglers Cove Rd March 13_BP Set.pdf"
"01 Small Jobs","01742-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01742-01 (272 Smugglers Cove Rd Bowen Island)\05 Stickfile\01 Architectural\Existing Adjusted deck lower.pdf"
"01 Small Jobs","01742-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01742-01 (272 Smugglers Cove Rd Bowen Island)\05 Stickfile\01 Architectural\Existing Adjusted deck.pdf"
"01 Small Jobs","01742-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01742-01 (272 Smugglers Cove Rd Bowen Island)\05 Stickfile\01742-01 2025-07-02 - 272 Smugglers Cove Rd Stickfile.pdf"
"01 Small Jobs","01744-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01744-01 (1012 Corona Crescent Coquitlam)\05 Stickfile\01 Architectural\24-2783-site redated 8 aug 2025-Signed (002).pdf"
"01 Small Jobs","01744-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01744-01 (1012 Corona Crescent Coquitlam)\05 Stickfile\01744-01 2025-11-20 1012 Corona Screscent Coquitlam Stickfile.pdf"
"01 Small Jobs","01746-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01746-01 (2660 Barnet Hwy Coquitlam TI Unit 125)\05 Stickfile\01746-01 2025-07-10 2660 Barnet Hwy Stickfile.pdf"
"01 Small Jobs","01747-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01747-01 (4437 Stone Court West Vancouver)\05 Stickfile\01 Architectural\4437 Stone Court-March17-25.pdf"
"01 Small Jobs","01747-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01747-01 (4437 Stone Court West Vancouver)\05 Stickfile\01747-01 2025-11-19 4437 Stone Court West Vancouver Stickfile.pdf"
"01 Small Jobs","01749-01","structural-issue","\\Kor-fs01\Projects\Projects\01 Small Jobs\01749-01 (2511 Carolina St Vancouver)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf"
"01 Small Jobs","01751-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01751-01 (611 Agnes Street New Westminster)\05 Stickfile\01 Architectural\2025-10-17 - 611 Agnes - For Coordination.pdf"
"01 Small Jobs","01751-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01751-01 (611 Agnes Street New Westminster)\05 Stickfile\01 Architectural\225008_Shifted Elevator 204-208.pdf"
"01 Small Jobs","01756-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\01756-01 Proposed conduit at existing chase.pdf"
"01 Small Jobs","01756-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\01756-S1.01- DETAILS.pdf"
"01 Small Jobs","01756-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\01756-S1.01-S1.01 - GENERAL NOTES AND TYPICAL DETAILS.pdf"
"01 Small Jobs","01756-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\20260209-24149-NBA-Lower Floor Proposed Units (3).pdf"
"01 Small Jobs","01756-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\20260209-24149-NBA-Lower Floor Proposed Units (3)_KOR.pdf"
"01 Small Jobs","01756-01","other-stick","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\Structural Drawings_LJ Christmas_1969.pdf"
"01 Small Jobs","01756-01","architectural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01756-01 (560 Austin Ave, Coquitlam)\05 Stickfile\01 Architectural\NBA Base Design For Coordination - 5.29.2026.pdf"
