category,job,folder,structural_issues,newest_issue_date,newest_date_from_name,newest_issue,other_stick_pdfs,architectural_pdfs,model_folder,e2k,edb
"01 Small Jobs","01622-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01622-01 (42027 Birken Rd Squamish Duplex)",0,"","","",1,3,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01622-01 (42027 Birken Rd Squamish Duplex)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01623-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01623-01 (2201 West 4th Ave Vancouver Core Hole)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01623-01 (2201 West 4th Ave Vancouver Core Hole)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01624-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01624-01 (Prince George Structural Consultations)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01624-01 (Prince George Structural Consultations)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01625-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01625-01 (Raft Foundation Design Silo Victoria)",0,"","","",0,1,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01625-01 (Raft Foundation Design Silo Victoria)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01626-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01626-01 (1821 Princeton Review Foundations)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01626-01 (1821 Princeton Review Foundations)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01627-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01627-01 (Gerrard Station Engineering Peer Review)",0,"","","",3,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01627-01 (Gerrard Station Engineering Peer Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01628-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01628-01 (Dash Mart 740 Herald St Victoria)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01628-01 (Dash Mart 740 Herald St Victoria)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01629-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01629-01 (304 – 2835 Hemlock St, Ceiling Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01629-01 (304 – 2835 Hemlock St, Ceiling Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01630-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01630-01 (1008 Homer St Cornice Repair)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01630-01 (1008 Homer St Cornice Repair)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01631-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01631-01 (8644 River Rd Delta Rel)",1,"2023-09-06","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01631-01 (8644 River Rd Delta Rel)\05 Stickfile\01631 2023-09-06 8644 River Road Delta Stickfile.pdf",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01631-01 (8644 River Rd Delta Rel)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01632-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01632-01 (Dash Mart 20678 Duncan Way Langley)",0,"","","",1,2,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01632-01 (Dash Mart 20678 Duncan Way Langley)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01633-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01633-01 (1994 Springfield 1946 Ambrosi Rd Kelowna)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01633-01 (1994 Springfield 1946 Ambrosi Rd Kelowna)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01634-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01634-01 (Foundations for RMR Revelstoke BC)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01634-01 (Foundations for RMR Revelstoke BC)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01635-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01635-01 (Sandman Signature Airport Richmond)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01635-01 (Sandman Signature Airport Richmond)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01636-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01636-01 (Russell & Maple White Rock)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01636-01 (Russell & Maple White Rock)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01637-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01637-01 (Popeyes Louisiana Kitchen Park Royal)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01637-01 (Popeyes Louisiana Kitchen Park Royal)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01638-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01638-01 (6985 Old Nicola Trail Quilchena)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01638-01 (6985 Old Nicola Trail Quilchena)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01639-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01639-01 (Boxing Rig 815 Park Royal West Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01639-01 (Boxing Rig 815 Park Royal West Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01640-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01640-01 (409 Pandora Ave Victoria Heavy Hot Tub)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01640-01 (409 Pandora Ave Victoria Heavy Hot Tub)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01641-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01641-01 (1314 Powell St Vancouver)",0,"","","",1,4,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01641-01 (1314 Powell St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01642-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01642-01 (1772 Broadway St Port Coquitlam)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01642-01 (1772 Broadway St Port Coquitlam)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01643-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01643-01 (Kin Culture 1847 West 4th Ave Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01643-01 (Kin Culture 1847 West 4th Ave Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01644-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01644-01 (6th Ave SW Calgary Peer Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01644-01 (6th Ave SW Calgary Peer Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01645-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01645-01 (1968 Queens Way Squamish BC)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01645-01 (1968 Queens Way Squamish BC)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01647-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01647-01 (1750 Coast Meridian Demising Walls)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01647-01 (1750 Coast Meridian Demising Walls)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01648-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01648-01 (13711 63 B Ave Surrey Structural Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01648-01 (13711 63 B Ave Surrey Structural Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01649-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01649-01 (RMR Staff Housing Review Drawings)",0,"","","",0,0,"",0,0
"01 Small Jobs","01650-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01650-01 (4475 Trafalgar St Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01650-01 (4475 Trafalgar St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01651-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01651-01 (1111 Lonsdale Ave North Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01651-01 (1111 Lonsdale Ave North Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01653-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01653-01 (4265 Lougheed Hwy Burnaby BC)",1,"2023-06-29","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01653-01 (4265 Lougheed Hwy Burnaby BC)\05 Stickfile\01653-STICKFILE-2023-06-29.pdf",0,4,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01653-01 (4265 Lougheed Hwy Burnaby BC)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01654-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01654-01 (Sandman Davie St Preliminary Assessment)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01654-01 (Sandman Davie St Preliminary Assessment)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01655-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01655-01 (1638 Derwent Way Rooftop Mech Units)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01655-01 (1638 Derwent Way Rooftop Mech Units)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01656-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01656-01 (1755 W Broadway Garage Leak Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01656-01 (1755 W Broadway Garage Leak Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01656-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01656-02 (1755 W Broadway Report)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01656-02 (1755 W Broadway Report)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01657-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01657-01 (Colin Barclay Residence)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01657-01 (Colin Barclay Residence)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01658-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01658-01 (Calling Ministries 2758 W King Edward)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01658-01 (Calling Ministries 2758 W King Edward)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01659-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01659-01 (837 Beatty St Wood Rot)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01659-01 (837 Beatty St Wood Rot)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01661-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01661-01 (Winners Park Royal S West Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01661-01 (Winners Park Royal S West Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01662-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01662-01 (664 W Broadway Vancouver & 1100 Richmond)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01662-01 (664 W Broadway Vancouver & 1100 Richmond)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01663-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01663-01 (Sandman Fort Worth TX Rooftop)",0,"","","",0,0,"",0,0
"01 Small Jobs","01663-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01663-01 (Sandman Texas Fort Worth Rooftop)",0,"","","",1,1,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01663-01 (Sandman Texas Fort Worth Rooftop)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01664-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01664-01 (India & Beech Structural Plan Check)",0,"","","",1,2,"",0,0
"01 Small Jobs","01665-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01665-01 (Executive Hotel Structural Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01665-01 (Executive Hotel Structural Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01666-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)",1,"2025-01-24","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)\05 Stickfile\01666-01 2025-01-24 Village Museum Stickfile.pdf",0,10,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01667-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01667-01 (611 Island Ave San Diego Peer Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01668-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)",1,"2024-11-16","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01668-01 2024-11-16 536 E 30TH Ave Stickfile.pdf",0,8,"",0,0
"01 Small Jobs","01668-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-04 (536 East Vancouver Redesign Roof Strap)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-04 (536 East Vancouver Redesign Roof Strap)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01669-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)",2,"2024-02-26","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01669-01 2024-02-26 526 E 30TH Ave. Stickfile (KW comments).pdf",0,5,"",0,0
"01 Small Jobs","01670-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01670-01 (CIBC 328 Bernard Ave Kelowna)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01670-01 (CIBC 328 Bernard Ave Kelowna)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01671-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01671-01 (Sandman Princeton Structural Assessment)",0,"","","",0,0,"",0,0
"01 Small Jobs","01671-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01671-02 (Sandman Princeton Structural Damage)",0,"","","",0,0,"",0,0
"01 Small Jobs","01672-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)",1,"2025-03-27","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\05 Stickfile\01672-01 (25670 - 116TH Ave, Maple Ridge) Struct Stickfile 2025-03-27.pdf",1,3,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 - 116th Ave, Maple Ridge)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01672-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-01 (25670 116th Ave Maple Ridge)",0,"","","",0,0,"",0,0
"01 Small Jobs","01672-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-02 (25670 116th Ave Window Infill Design)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01672-02 (25670 116th Ave Window Infill Design)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01673-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01673-01 (Prince George Sandman Structural Review)",0,"","","",1,2,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01673-01 (Prince George Sandman Structural Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01674-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01674-01 (4332 Erwin Dr West Vancouver)",0,"","","",3,5,"",0,0
"01 Small Jobs","01675-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01675-01 (719 McCallum Rd Victoria)",0,"","","",0,0,"",0,0
"01 Small Jobs","01676-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01676-01 (570 W 7th Ave Vancouver Crack Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01676-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01676-02 (570 W 7th Vancouver Structural Analysis)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01676-02 (570 W 7th Vancouver Structural Analysis)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01677-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01677-01 (387 5th St E North Vancouver)",0,"","","",0,0,"",0,0
"01 Small Jobs","01678-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01678-01 (Bldg M4 Lonsdale Structural Review)",0,"","","",3,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01678-01 (Bldg M4 Lonsdale Structural Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01679-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01679-01 (475 & 457 W 41st Vancouver Schedule B)",0,"","","",0,2,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01679-01 (475 & 457 W 41st Vancouver Schedule B)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01680-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01680-01 (505 Battery St Seattle Structural Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01680-01 (505 Battery St Seattle Structural Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01682-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01682-01 (2436 Haywood Ave West Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01682-01 (2436 Haywood Ave West Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01683-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01683-01 (Parcel 18 8580 River District Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01683-01 (Parcel 18 8580 River District Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01686-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01686-01 (168 St Surrey Sheet Pile Shoring)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01686-01 (168 St Surrey Sheet Pile Shoring)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01688-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01688-01 (20700 56A Ave Langley Cassola Pl)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01688-01 (20700 56A Ave Langley Cassola Pl)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01690-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01690-01 (5611 Cooney Rd Richmond BC)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01690-01 (5611 Cooney Rd Richmond BC)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01691-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01691-01 (1033 Austin Avenue, Coquitlam, B.C)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01691-01 (1033 Austin Avenue, Coquitlam, B.C)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01694-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01694-01 (Sandman Hotel Revelstoke Enclosing Pool)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01694-01 (Sandman Hotel Revelstoke Enclosing Pool)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01696-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01696-01 (Hampton Cove Phase 1 Delta)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01696-01 (Hampton Cove Phase 1 Delta)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01697-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01697-01 (7315 Edmonds St Burnaby Cobs Bread)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01697-01 (7315 Edmonds St Burnaby Cobs Bread)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01698-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01698-01 (900 Burrard St Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01698-01 (900 Burrard St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01700-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01700-01 (1122 Harwood St Vancouver)",0,"","","",0,0,"",0,0
"01 Small Jobs","01701-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01701-01 (1065 Palmerston Ave, West Vancouver)",0,"","","",1,2,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01701-01 (1065 Palmerston Ave, West Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01702-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01702-01 (Cobs Bread 2837 W Broadway Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01702-01 (Cobs Bread 2837 W Broadway Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01703-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01703-01 (6740 Bell McKinnon Rd Duncan)",0,"","","",0,0,"",0,0
"01 Small Jobs","01705-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01705-01 (3823 Cypress St Vancouver Shoring Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01705-01 (3823 Cypress St Vancouver Shoring Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01707-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01707-01 (Kamloops Moxies Consultations)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01707-01 (Kamloops Moxies Consultations)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01708-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01708-01 (1640 Leckie Rd Kelowna)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01708-01 (1640 Leckie Rd Kelowna)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01709-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01709-01 (Curb Removal in the Grace Parking)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01709-01 (Curb Removal in the Grace Parking)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
