FamilyKey,Action,LoserId,LoserName,LoserKind,LoserWeight,LoserEnrich,SurvivorId,SurvivorName,SurvivorKind,SurvivorWeight,Confidence,Evidence
"city of calgary",MERGE,698,"The City of Calgary",Buyer,3274,1,53119,"City of Calgary",Buyer,105,High,"join=EXACT; loser-suppressed"
"city of calgary",MERGE,70300,"City of Calgary (relevant reference – not a school division)",Buyer,7,2,53119,"City of Calgary",Buyer,105,High,"join=EXACT; loser-suppressed"
"alberta infrastructure",MERGE,68821,"Alberta Infrastructure (CBE / CCSD / EPSB)",Buyer,17,2,53255,"Alberta Infrastructure",Buyer,2476,High,"join=EXACT; loser-suppressed"
"alberta infrastructure",MERGE,68822,"Alberta Infrastructure (CBE / EPSB)",Buyer,7,1,53255,"Alberta Infrastructure",Buyer,2476,High,"join=EXACT; loser-suppressed"
"wsp canada",MERGE,18653,"WSP Canada (WSP Construction Surveys)",GC,3,0,18657,"WSP Canada Inc.",Competitor,1823,High,"join=EXACT; loser-suppressed"
"wsp canada",MERGE,75042,"WSP Canada Inc (Kingston)",Vendor,3,0,18657,"WSP Canada Inc.",Competitor,1823,Medium,"join=EXACT-NONBD"
"city of red deer",MERGE,578,"City of Red Deer",Buyer,145,6,354,"The City of Red Deer",Buyer,1266,High,"join=EXACT"
"city of red deer",MERGE,16769,"The City of Red Deer (Red Deer Emergency Services)",Vendor,3,0,354,"The City of Red Deer",Buyer,1266,Medium,"join=EXACT-NONBD"
"university of calgary",MERGE,53401,"The University of Calgary",Buyer,38,3,324,"University of Calgary",Buyer,1319,High,"join=EXACT"
"city of medicine hat",MERGE,53315,"City of Medicine Hat",Buyer,37,5,671,"The City of Medicine Hat",Buyer,1152,High,"join=EXACT"
"calgary housing",MERGE,72047,"Calgary Housing Company (City of Calgary)",Buyer,36,2,575,"Calgary Housing Company",Buyer,810,High,"join=EXACT"
"calgary housing",MERGE,70303,"Calgary Housing Company (City-owned housing corporation)",Buyer,7,2,575,"Calgary Housing Company",Buyer,810,High,"join=EXACT; loser-suppressed"
"perkins will",MERGE,68636,"Perkins&Will (Los Angeles office)",Architect,218,7,69688,"Perkins + Will Architects",Architect,182,High,"join=EXACT"
"perkins will",MERGE,73712,"Perkins&Will Seattle",Architect,33,3,69688,"Perkins + Will Architects",Architect,182,High,"join=EXACT"
"perkins will",MERGE,73778,"Perkins&Will (San Francisco)",Architect,31,3,69688,"Perkins + Will Architects",Architect,182,High,"join=EXACT"
"perkins will",MERGE,54294,"Busby Perkins + Will",Architect,18,2,69688,"Perkins + Will Architects",Architect,182,Low,"join=CONTAINS"
"perkins will",MERGE,75040,"Perkins + Will Canada Inc",Vendor,6,1,69688,"Perkins + Will Architects",Architect,182,Medium,"join=EXACT-NONBD"
"associated engineering",MERGE,50834,"ASSOCIATED ENGINEERING (SASK.) LTD.",Competitor,46,0,2711,"Associated Engineering (Alberta) Ltd.",Competitor,409,High,"join=EXACT; loser-suppressed"
"associated engineering",MERGE,2712,"ASSOCIATED ENGINEERING (B.C.) LTD.",Competitor,12,1,2711,"Associated Engineering (Alberta) Ltd.",Competitor,409,High,"join=EXACT; loser-suppressed"
"associated engineering",MERGE,72295,"Associated Engineering",Competitor,5,1,2711,"Associated Engineering (Alberta) Ltd.",Competitor,409,High,"join=EXACT"
"dialog",MERGE,71514,"DIALOG (Alberta)",Architect,41,4,6154,"DIALOG",Competitor,381,High,"join=EXACT"
"dialog",MERGE,68790,"DIALOG (+ HOK)",Architect,20,3,6154,"DIALOG",Competitor,381,High,"join=EXACT"
"dialog",MERGE,74165,"DIALOG (+ HOK / 360 Architecture)",Architect,15,3,6154,"DIALOG",Competitor,381,High,"join=EXACT"
"arcadis ibi",MERGE,72268,"Arcadis IBI Group (Vancouver)",Architect,24,2,153,"Arcadis IBI Group",Architect,357,High,"join=EXACT"
"bc housing",MERGE,70039,"BC Housing (Our Place Society operator)",Buyer,4,1,38939,"BC Housing",Buyer,336,High,"join=EXACT; loser-suppressed"
"mgba",MERGE,69293,"MGBA (Mallen Gowing Berzins Architecture)",Architect,15,3,69932,"MGBA",Architect,315,High,"join=EXACT"
"kasian architecture interior design",MERGE,72795,"KASIAN ARCHITECTURE INTERIOR DESIGN",Architect,55,1,70543,"Kasian Architecture Interior Design and Planning",Architect,232,High,"join=EXACT; loser-suppressed"
"kasian architecture interior design",MERGE,72269,"Kasian Architecture Interior Design & Planning — Vancouver",Architect,20,3,70543,"Kasian Architecture Interior Design and Planning",Architect,232,High,"join=EXACT"
"kasian architecture interior design",MERGE,73932,"Kasian Architecture Interior Design and Planning (Calgary office)",Architect,8,2,70543,"Kasian Architecture Interior Design and Planning",Architect,232,Low,"join=CONTAINS"
"wa architects",MERGE,70697,"WA Architects Victoria",Architect,127,2,68974,"WA Architects",Architect,154,High,"join=EXACT"
"northern alberta institute of technology",MERGE,53400,"Northern Alberta Institute of Technology (NAIT)",Buyer,37,5,852,"Northern Alberta Institute of Technology",Buyer,240,High,"join=EXACT"
"omicron architecture",MERGE,12813,"Omicron Architecture Engineering Ltd.",Architect,15,3,69968,"Omicron Architecture Engineering Construction",Architect,262,High,"join=EXACT"
"peter rose",MERGE,23402,"Peter Rose Architecture & Interiors Inc.",Architect,67,2,22641,"Peter Rose Architecture",Architect,207,High,"join=EXACT"
"red deer polytechnic",MERGE,71208,"Red Deer Polytechnic (formerly Red Deer College)",Buyer,4,1,340,"Red Deer Polytechnic",Buyer,267,High,"join=EXACT; loser-suppressed"
"city of vancouver",MERGE,72146,"City of Vancouver (Vancouver Board of Parks and Recreation)",Buyer,24,2,399,"City of Vancouver",Buyer,240,High,"join=EXACT"
"city of vancouver",MERGE,72148,"City of Vancouver (developer-delivered, City-operated)",Buyer,2,0,399,"City of Vancouver",Buyer,240,High,"join=EXACT; loser-suppressed"
"gec architecture",MERGE,72271,"GEC Architecture (Vancouver — formerly Gomberoff Bell Lyon)",Architect,42,2,1,"GEC Architecture",Architect,179,High,"join=EXACT"
"gec architecture",MERGE,73930,"GEC Architecture (Calgary office)",Architect,26,2,1,"GEC Architecture",Architect,179,High,"join=EXACT"
"bc timber sales branch",MERGE,549,"BC Timber Sales Branch Chinook",Buyer,37,2,596,"BC Timber Sales Branch",Buyer,129,Low,"join=CONTAINS"
"bc timber sales branch",MERGE,400,"BC Timber Sales Branch Kootenay",Buyer,31,3,596,"BC Timber Sales Branch",Buyer,129,Low,"join=CONTAINS"
"bc timber sales branch",MERGE,348,"BC Timber Sales Branch Kamloops",Buyer,25,3,596,"BC Timber Sales Branch",Buyer,129,High,"join=EXACT"
"bc timber sales branch",MERGE,71449,"Babine BC Timber Sales Branch",Buyer,11,1,596,"BC Timber Sales Branch",Buyer,129,Low,"join=CONTAINS; loser-suppressed"
"bc timber sales branch",MERGE,652,"BC Timber Sales Branch Seaward",Buyer,7,1,596,"BC Timber Sales Branch",Buyer,129,Low,"join=CONTAINS; loser-suppressed"
"bc timber sales branch",MERGE,73870,"BC Timber Sales Branch Skeena",Buyer,4,0,596,"BC Timber Sales Branch",Buyer,129,Low,"join=CONTAINS; loser-suppressed"
"ac martin",MERGE,68629,"AC Martin (A.C. Martin Partners)",Architect,165,7,70108,"AC Martin",Architect,72,High,"join=EXACT"
"civida",MERGE,71128,"Civida (formerly Capital Region Housing Corporation)",Buyer,4,1,388,"Civida",Buyer,218,High,"join=EXACT; loser-suppressed"
"city of burnaby",MERGE,72309,"City of Burnaby — Engineering",Buyer,15,2,691,"City of Burnaby",Buyer,206,High,"join=EXACT"
"cornerstone architecture",MERGE,72283,"Cornerstone Architecture (Vancouver)",Architect,33,2,69724,"Cornerstone Architecture",Architect,178,High,"join=EXACT"
"sahuri partners",MERGE,74174,"Sahuri + Partners (with Pfeiffer Partners)",Architect,3,0,14910,"SAHURI + Partners Architecture Inc.",Architect,208,High,"join=EXACT; loser-suppressed"
"chandos construction",MERGE,70574,"Chandos Construction (co-GC: Khowutzun Development)",GC,3,1,4708,"Chandos Construction Ltd.",GC,201,High,"join=EXACT; loser-suppressed"
"studiohub architects",MERGE,70537,"studioHuB Architects (with MQN Architects)",Architect,4,1,68977,"studioHuB Architects",Architect,190,High,"join=EXACT; loser-suppressed"
"cima",MERGE,69328,"CIMA+ (formerly Bogdonov Pao Associates)",Competitor,4,1,4856,"CIMA+",Competitor,184,High,"join=EXACT; loser-suppressed"
"don saywell",MERGE,46886,"Don Saywell Development Ltd",Developer,3,1,46645,"Don Saywell Developments Ltd",Developer,180,High,"join=EXACT; loser-suppressed"
"don saywell",MERGE,47999,"Don Saywell",Vendor,3,1,46645,"Don Saywell Developments Ltd",Developer,180,Medium,"join=EXACT-NONBD"
"empire west",MERGE,20722,"Empire West Properties Ltd.",Developer,37,1,23041,"Empire West Construction Ltd.",GC,148,Low,"join=EXACT; BIZNUM-CONFLICT(812927713 vs 838550259); loser-suppressed"
"lafarge canada",MERGE,10624,"Lafarge Canada Inc. (TBG Contracting Division of Lafarge Canada Inc.)",GC,4,0,69625,"Lafarge Canada",Buyer,172,High,"join=EXACT; loser-suppressed"
"lafarge canada",MERGE,10621,"Lafarge Canada Inc. (Infrastructure)",Vendor,3,0,69625,"Lafarge Canada",Buyer,172,Medium,"join=EXACT-NONBD"
"lafarge canada",MERGE,10622,"Lafarge Canada Inc. (Lafarge Infrastucture)",Vendor,3,0,69625,"Lafarge Canada",Buyer,172,Medium,"join=EXACT-NONBD"
"lafarge canada",MERGE,10623,"Lafarge Canada Inc. (LafargeHolcim)",Vendor,3,0,69625,"Lafarge Canada",Buyer,172,Medium,"join=EXACT-NONBD"
"musson cattell mackey",MERGE,72267,"Musson Cattell Mackey Partnership (MCM Architects)",Architect,39,2,69589,"Musson Cattell Mackey Partnership",Architect,146,High,"join=EXACT"
"city of kelowna",MERGE,70602,"City of Kelowna (Kelowna International Airport – YLW)",Buyer,4,1,158,"City of Kelowna",Buyer,180,High,"join=EXACT; loser-suppressed"
"maple reinders",MERGE,54934,"Maple Reinders Group",GC,66,7,11319,"Maple Reinders Constructors Ltd.",GC,94,High,"join=EXACT"
"maple reinders",MERGE,71082,"Maple Reinders Construction",GC,18,2,11319,"Maple Reinders Constructors Ltd.",GC,94,High,"join=EXACT"
"maple reinders",MERGE,11323,"Maple Reinders Inc. (General Contractor)",GC,4,0,11319,"Maple Reinders Constructors Ltd.",GC,94,High,"join=EXACT; loser-suppressed"
"gbl architects",MERGE,71466,"GBL Architects (w/ DIALOG, RH Architects)",Architect,20,3,54190,"GBL Architects",Architect,157,High,"join=EXACT"
"diamond schmitt",MERGE,71261,"Diamond Schmitt Architects (with Stantec Architecture)",Architect,3,0,54753,"Diamond Schmitt Architects",Architect,174,High,"join=EXACT; loser-suppressed"
"gga architecture",MERGE,72098,"GGA-Architecture (formerly Gibbs Gage Architects)",Architect,73,4,8129,"GGA Architecture",Architect,38,High,"join=EXACT"
"gga architecture",MERGE,68758,"GGA-Architecture (Gibbs Gage Architects)",Architect,64,5,8129,"GGA Architecture",Architect,38,High,"join=EXACT"
"city of richmond",MERGE,72152,"City of Richmond (developer-funded community amenity)",Buyer,2,0,394,"City of Richmond",Buyer,169,High,"join=EXACT; loser-suppressed"
"faction architecture",MERGE,69429,"Faction Architecture",Architect,33,5,74016,"Faction Architecture Inc. (Faction Projects Inc.)",Architect,135,High,"join=EXACT"
"translink",MERGE,18913,"TransLink (South Coast British Columbia Transportation Authority)",Developer,101,11,69680,"Translink",Buyer,67,High,"join=EXACT"
"johnston davidson",MERGE,22529,"Johnston Davidson Architecture + Planning Inc.",Architect,25,1,69214,"Johnston Davidson Architecture",Architect,141,High,"join=EXACT; loser-suppressed"
"low hammond rowe",MERGE,69986,"Low Hammond Rowe (LHR), Victoria",Architect,19,3,69756,"Low Hammond Rowe Architects",Architect,145,High,"join=EXACT"
"berry architecture",MERGE,3223,"Berry Architecture & Associates Limited (Berry Architecture & Associates)",Architect,55,3,68976,"Berry Architecture + Associates",Architect,96,High,"join=EXACT"
"berry architecture",MERGE,70015,"Berry Architecture and Associates",Architect,12,2,68976,"Berry Architecture + Associates",Architect,96,Low,"join=CONTAINS"
"ubc properties trust",MERGE,72202,"UBC Properties Trust (development manager)",GC,1,0,38956,"UBC Properties Trust",Developer,159,High,"join=EXACT; loser-suppressed"
"metro vancouver",MERGE,71025,"Metro Vancouver Housing Corporation",Buyer,50,4,23987,"Metro Vancouver",Buyer,61,Low,"join=CONTAINS"
"metro vancouver",MERGE,68841,"Metro Vancouver (Metro Vancouver Regional District)",Buyer,48,7,23987,"Metro Vancouver",Buyer,61,High,"join=EXACT"
"city of maple ridge",MERGE,72321,"City of Maple Ridge — Engineering",Buyer,12,2,72158,"City of Maple Ridge",Buyer,145,High,"join=EXACT"
"edmonton public library",MERGE,72336,"Edmonton Public Library (EPL)",Buyer,29,3,703,"Edmonton Public Library",Buyer,126,High,"join=EXACT"
"clark builders",MERGE,72440,"Clark Builders (Construction Manager)",GC,1,0,4922,"Clark Builders",GC,153,High,"join=EXACT; loser-suppressed"
"clark builders",MERGE,72445,"Clark Builders (confirmed as Construction Manager on DIALOG project page)",GC,1,0,4922,"Clark Builders",GC,153,High,"join=EXACT; loser-suppressed"
"new look",MERGE,25000,"New Look Properties Inc.",Developer,5,1,22810,"New Look Developments Ltd",Developer,148,Low,"join=EXACT; BIZNUM-CONFLICT(817607559 vs 847947611); loser-suppressed"
"government of alberta",MERGE,72082,"Government of Alberta",Buyer,19,2,18867,"Government of Alberta (APC)",Buyer,121,High,"join=EXACT"
"government of alberta",MERGE,72439,"Government of Alberta (Ministry of Seniors, Community and Social Services)",Buyer,11,2,18867,"Government of Alberta (APC)",Buyer,121,High,"join=EXACT"
"shape architecture",MERGE,69997,"Shape Architecture (Vancouver)",Architect,32,3,69164,"SHAPE Architecture",Architect,111,High,"join=EXACT"
"simon fraser university",MERGE,70944,"Simon Fraser University (Surrey campus)",Buyer,5,1,771,"Simon Fraser University",Buyer,129,High,"join=EXACT; loser-suppressed"
"simon fraser university",MERGE,64475,"SIMON FRASER UNIVERSITY SURREY",Vendor,3,0,771,"Simon Fraser University",Buyer,129,Medium,"join=EXACT-NONBD"
"joneljim concrete",MERGE,48775,"JONELJIM CONCRETE CONSTRUCTION (1994) LTD.",GC,26,0,47805,"Joneljim Concrete Construction",GC,110,High,"join=EXACT; loser-suppressed"
"amron construction",MERGE,2366,"Amron Construction (of Red Cliff, AB)",GC,5,0,2364,"AMRON Construction",GC,127,High,"join=EXACT; loser-suppressed"
"amron construction",MERGE,2368,"Amron Construction Management Ltd.",GC,3,0,2364,"AMRON Construction",GC,127,Low,"join=CONTAINS; loser-suppressed"
"thornton tomasetti",MERGE,69914,"Thornton Tomasetti (with DIALOG)",Competitor,3,1,68746,"Thornton Tomasetti",Competitor,123,High,"join=EXACT; loser-suppressed"
"vancouver fraser port authority",MERGE,54058,"Vancouver Fraser Port Authority",Buyer,40,5,38952,"Vancouver Fraser Port Authority (Port of Vancouver)",Developer,83,High,"join=EXACT"
"vancouver fraser port authority",MERGE,68294,"VANCOUVER FRASER PORT AUTHORITY (VFPA)",Vendor,3,0,38952,"Vancouver Fraser Port Authority (Port of Vancouver)",Developer,83,Medium,"join=EXACT-NONBD"
"s2 architecture",MERGE,73931,"S2 Architecture (Calgary office)",Architect,22,2,14871,"S2 Architecture",Architect,102,High,"join=EXACT"
"axiom builders",MERGE,70888,"Axiom Builders (Phase 1)",GC,3,2,71004,"Axiom Builders",GC,121,High,"join=EXACT; loser-suppressed"
"montage development",MERGE,23927,"Montage Development LTD",Developer,33,1,78,"Montage Development Consultants",KorClient,90,High,"join=EXACT; loser-suppressed"
"pcl constructors westcoast",MERGE,71027,"PCL Constructors Westcoast Inc. (P3)",Buyer,5,1,20517,"PCL Constructors Westcoast Inc.",GC,117,High,"join=EXACT; loser-suppressed"
"revery architecture",MERGE,72266,"Revery Architecture",Architect,55,5,38974,"Revery Architecture Inc. (formerly Bing Thom Architects)",Architect,56,High,"join=EXACT"
"revery architecture",MERGE,72149,"Revery Architecture (existing CC)",Architect,10,2,38974,"Revery Architecture Inc. (formerly Bing Thom Architects)",Architect,56,High,"join=EXACT"
"krawford construction",MERGE,10525,"Krawford Construction (2011) Inc",GC,18,0,10528,"Krawford Construction Company Inc.",GC,100,High,"join=EXACT; loser-suppressed"
"krawford construction",MERGE,10526,"Krawford Construction (20111) Inc",GC,3,0,10528,"Krawford Construction Company Inc.",GC,100,High,"join=EXACT; loser-suppressed"
"provincial health services authority",MERGE,75026,"Provincial Health Services Authority (Incl. BCCSS)",Buyer,31,0,72211,"Provincial Health Services Authority (PHSA)",Buyer,85,High,"join=EXACT; loser-suppressed"
"reimagine architects",MERGE,71535,"Reimagine Architects",Architect,55,4,68919,"Reimagine Architects (formerly Manasc Isaac)",Architect,60,High,"join=EXACT"
"jta development",MERGE,23357,"JTA Development Consultants",Developer,109,3,71067,"JTA Development",Buyer,4,High,"join=EXACT"
"anthem properties",MERGE,72244,"Anthem Properties (with institutional JV partner)",Developer,3,0,207,"Anthem Properties Group Ltd.",KorClient,109,High,"join=EXACT; loser-suppressed"
"in line",MERGE,9490,"In-Line Contractors Partnership",GC,3,0,9379,"In Line Contracting Partnership",GC,104,High,"join=EXACT; loser-suppressed"
"wilco contractors south west",MERGE,73987,"Wilco Contractors South West Inc. (Calgary Office)",GC,3,0,18454,"Wilco Contractors South West Inc.",GC,102,High,"join=EXACT; loser-suppressed"
"station one",MERGE,72166,"Station One Architects (SoA)",Architect,30,1,68879,"Station One Architects",Architect,67,High,"join=EXACT"
"station one",MERGE,69892,"Station One Architects (Burke Mountain Middle/Secondary School)",Architect,4,1,68879,"Station One Architects",Architect,67,High,"join=EXACT; loser-suppressed"
"thinkspace architecture planning interior design",MERGE,70703,"Thinkspace Architecture Planning Interior Design (compliance architect)",Architect,17,2,69109,"Thinkspace Architecture Planning Interior Design Ltd.",Architect,83,High,"join=EXACT"
"ratio architecture interior design",MERGE,44642,"RATIO ARCHITECTURE INTERIOR DESIGN",Architect,39,1,20545,"RATIO Architecture, Interior Design, Planning Inc.",Architect,60,High,"join=EXACT; loser-suppressed"
"city of surrey",MERGE,72327,"City of Surrey — Engineering",Buyer,12,2,18838,"City of Surrey",Buyer,86,High,"join=EXACT"
"gibbs gage",MERGE,73887,"Gibbs Gage Architects",Architect,31,2,69614,"Gibbs Gage Architects (GGA-Architecture)",Architect,61,High,"join=EXACT"
"calgary catholic school district",MERGE,74159,"Calgary Catholic School District",Buyer,23,5,68781,"Calgary Catholic School District (CCSD)",Buyer,64,High,"join=EXACT"
"start architecture",MERGE,71132,"START Architecture (formerly ONPA Architects)",Architect,23,2,16018,"START Architecture Inc",Architect,61,High,"join=EXACT"
"whissell contracting",MERGE,18404,"Whissell Contracting Calgary LTD",GC,13,1,18405,"Whissell Contracting Ltd",GC,63,High,"join=EXACT; loser-suppressed"
"whissell contracting",MERGE,18408,"Whissell Contracting Ltd. (of Lethbridge, AB)",GC,4,1,18405,"Whissell Contracting Ltd",GC,63,High,"join=EXACT; loser-suppressed"
"whissell contracting",MERGE,18409,"Whissell Contracting Ltd. (Whissell Contracting Ltd.)",GC,4,1,18405,"Whissell Contracting Ltd",GC,63,High,"join=EXACT; loser-suppressed"
"calgary municipal land",MERGE,69609,"Calgary Municipal Land Corporation",Buyer,34,5,53614,"Calgary Municipal Land Corp. (CMLC)",Developer,50,High,"join=EXACT"
"ron hart",MERGE,71359,"Ron Hart Architecture (Ron Hart Architect Ltd)",Architect,15,2,71330,"Ron Hart Architecture",Architect,67,High,"join=EXACT"
"on side restoration services",MERGE,31123,"On Side Restoration Services - Vancouver",GC,6,1,19650,"On Side Restoration Services Ltd",GC,76,High,"join=EXACT; loser-suppressed"
"alpha construction",MERGE,2194,"Alpha Construction (Calgary) Inc.",GC,6,0,2196,"Alpha Construction Inc",GC,72,High,"join=EXACT; loser-suppressed"
"alpha construction",MERGE,2195,"Alpha Construction Ic.",GC,3,0,2196,"Alpha Construction Inc",GC,72,Low,"join=CONTAINS; loser-suppressed"
"arc studio",MERGE,71509,"Arc Studio (Alberta)",Architect,28,2,2555,"Arc Studio",Architect,52,High,"join=EXACT"
"magnusson klemencic",MERGE,74186,"Magnusson Klemencic Associates",Competitor,23,4,68742,"Magnusson Klemencic Associates (MKA)",Competitor,57,High,"join=EXACT"
"integra architecture",MERGE,72254,"Integra Architecture (confirmed)",Architect,16,2,71250,"Integra Architecture Inc.",Architect,61,High,"join=EXACT"
"zeidler architecture",MERGE,27056,"Zeidler Architecture - Vancouver",Architect,16,1,18771,"Zeidler Architecture",Architect,61,High,"join=EXACT; loser-suppressed"
"luxton construction",MERGE,47684,"Luxton Construction PLains Inc",GC,15,1,11123,"Luxton Construction",GC,59,Low,"join=CONTAINS; BIZNUM-CONFLICT(737755538 vs 826152001); loser-suppressed"
"luxton construction",MERGE,11124,"Luxton Construction (Luxton Construction)",GC,3,0,11123,"Luxton Construction",GC,59,High,"join=EXACT; loser-suppressed"
"haebler construction",MERGE,20604,"Haebler Construction (2003) Inc",GC,17,1,70973,"Haebler Construction",GC,48,Low,"join=EXACT; BIZNUM-CONFLICT(889854808 vs 893294322); loser-suppressed"
"haebler construction",MERGE,24162,"Haebler Construction Projects Inc",GC,11,1,70973,"Haebler Construction",GC,48,Low,"join=CONTAINS; loser-suppressed"
"wensley architecture",MERGE,69966,"Wensley Architecture (WA Architects)",Architect,34,3,54454,"Wensley Architecture",Architect,42,High,"join=EXACT"
"fwba architects",MERGE,68921,"FWBA Architects (Ferrari Westwood Babits)",Architect,33,4,7843,"FWBA Architects",Architect,42,High,"join=EXACT"
"miller hull",MERGE,73992,"The Miller Hull Partnership",Architect,15,2,68912,"Miller Hull Partnership",Architect,60,High,"join=EXACT"
"osoyoos indian band",MERGE,48317,"Osoyoos Indian Band Development Corporation",Developer,32,5,53946,"Osoyoos Indian Band",Buyer,36,High,"join=EXACT"
"osoyoos indian band",MERGE,54993,"Osoyoos Indian Band Development Corporation (OIBDC)",Developer,6,2,53946,"Osoyoos Indian Band",Buyer,36,High,"join=EXACT; loser-suppressed"
"willow spring",MERGE,18495,"Willow Spring Construction",GC,17,1,20819,"Willow Spring Construction BC Ltd",GC,37,High,"join=EXACT; loser-suppressed"
"willow spring",MERGE,18496,"WILLOW SPRING CONSTRUCTION (ALTA) LTD",GC,17,0,20819,"Willow Spring Construction BC Ltd",GC,37,High,"join=EXACT; loser-suppressed"
"willow spring",MERGE,18494,"Willow Spring",Vendor,3,1,20819,"Willow Spring Construction BC Ltd",GC,37,Low,"join=EXACT-NONBD; BIZNUM-CONFLICT(729383091 vs 105699151)"
"city of delta",MERGE,72320,"City of Delta — Engineering",Buyer,10,2,886,"City of Delta",Buyer,64,High,"join=EXACT"
"baja construction",MERGE,2973,"Baja construction canada inc. (baja construction)",GC,3,0,2972,"Baja Construction Canada Inc.",GC,70,High,"join=EXACT; loser-suppressed"
"darwin properties",MERGE,73799,"Darwin Properties & Construction",Developer,20,3,89,"Darwin Properties Ltd.",KorClient,52,High,"join=EXACT"
"alps construction",MERGE,2218,"Alps Construction Ltd.",GC,35,2,2217,"Alps Construction (2007) Ltd",GC,36,High,"join=EXACT"
"teeple architects",MERGE,74178,"Teeple Architects (with Stantec / Architecture Tkalcic Bengert)",Architect,3,0,69767,"Teeple Architects",Architect,65,High,"join=EXACT; loser-suppressed"
"atkinson construction",MERGE,2772,"Atkinson Construction (ACL) Ltd",GC,19,0,2773,"Atkinson Construction Ltd.",GC,48,High,"join=EXACT; loser-suppressed"
"macdonald hagarty",MERGE,70729,"MacDonald Hagarty Architects (MHArchitects)",Architect,26,4,69001,"MacDonald Hagarty Architects",Architect,26,High,"join=EXACT"
"macdonald hagarty",MERGE,70036,"MacDonald Hagarty Architects (Comox)",Architect,15,2,69001,"MacDonald Hagarty Architects",Architect,26,High,"join=EXACT"
"mcfarland marceau",MERGE,70331,"McFarland Marceau Architects (MMA)",Architect,24,2,69320,"McFarland Marceau Architects",Architect,43,High,"join=EXACT"
"ckb construction",MERGE,4914,"CKB Construction (2004) Ltd.",GC,12,0,4917,"CKB Construction Ltd",GC,55,High,"join=EXACT; loser-suppressed"
"live edge okanagan",MERGE,70784,"Live Edge Okanagan",Buyer,4,2,166,"Live Edge Okanagan Builders",KorClient,62,High,"join=EXACT; loser-suppressed"
"urban one",MERGE,71503,"Urban One",GC,18,3,15,"Urban One Builders",KorClient,43,High,"join=EXACT"
"urban one",MERGE,28637,"URBAN ONE CONSTRUCTION INC.",GC,4,1,15,"Urban One Builders",KorClient,43,Low,"join=EXACT; BIZNUM-CONFLICT(844327080 vs 851307702); loser-suppressed"
"pemco construction",MERGE,13300,"Pemco Construction Ltd. (General Contractor)",GC,5,1,13298,"Pemco Construction Ltd",GC,59,High,"join=EXACT; loser-suppressed"
"lavergne construction",MERGE,10744,"Lavergne Construction",GC,3,1,10745,"Lavergne Construction (1988) Ltd.",GC,57,High,"join=EXACT; loser-suppressed"
"lavergne construction",MERGE,10746,"LAVERGNE CONSTRUCTION MANAGEMENT LTD.",GC,3,0,10745,"Lavergne Construction (1988) Ltd.",GC,57,Low,"join=CONTAINS; loser-suppressed"
"goldbar contractors",MERGE,8249,"Goldbar Contractors Inc. (Mechanical Contractor)",GC,4,0,8248,"GOLDBAR CONTRACTORS INC",GC,59,High,"join=EXACT; loser-suppressed"
"castle rock",MERGE,4454,"Castle Rock Construction",GC,29,2,4456,"Castle Rock Contracting Ltd",GC,33,High,"join=EXACT"
"onpa architects",MERGE,71205,"ONPA Architects (now START Architecture)",Architect,17,2,12863,"ONPA Architects Inc.",Architect,37,High,"join=EXACT"
"onpa architects",MERGE,12864,"ONPA Architects Inc. (ONPA Architects)",Architect,8,1,12863,"ONPA Architects Inc.",Architect,37,High,"join=EXACT; loser-suppressed"
"onni contracting",MERGE,21326,"Onni Contracting Ltd",GC,24,1,167,"Onni Contracting (California), Inc.",KorClient,38,High,"join=EXACT; loser-suppressed"
"kmbr architects planners",MERGE,71376,"KMBR Architects Planners (Okanagan projects)",Architect,13,2,72169,"KMBR Architects Planners Inc.",Architect,48,High,"join=EXACT"
"svemy construction",MERGE,71930,"SVEMY Construction Ltd (Alberta)",GC,4,0,16346,"SVEMY CONSTRUCTION LTD.",GC,56,High,"join=EXACT; loser-suppressed"
"ulmus development",MERGE,20977,"Ulmus (Oku) Development Ltd.",Developer,28,1,143,"Ulmus Development Ltd.",KorClient,31,Low,"join=EXACT; BIZNUM-CONFLICT(750938524 vs 750939720); loser-suppressed"
"canadian development",MERGE,4158,"Canadian Development Consultants International",Developer,27,3,56841,"CANADIAN DEVELOPMENT CONSULTANTS",Developer,31,High,"join=EXACT"
"devitt forand",MERGE,6110,"Devitt & Forand",Vendor,3,0,6112,"Devitt & Forand Contractors Inc",GC,48,Medium,"join=EXACT-NONBD"
"devitt forand",MERGE,6111,"Devitt & Forand Construction Ltd.",GC,3,0,6112,"Devitt & Forand Contractors Inc",GC,48,High,"join=EXACT; loser-suppressed"
"devitt forand",MERGE,6113,"Devitt & Forand Contractors Inc (Devitt & Forand Contractors Inc.)",GC,3,0,6112,"Devitt & Forand Contractors Inc",GC,48,High,"join=EXACT; loser-suppressed"
"comox valley regional district",MERGE,69047,"Comox Valley Regional District (CVRD)",Buyer,18,4,54541,"Comox Valley Regional District",Buyer,39,High,"join=EXACT"
"norr architects",MERGE,73929,"NORR Architects (Calgary office)",Architect,19,2,46132,"NORR Architects & Engineers Limited",Architect,37,High,"join=EXACT"
"lethbridge college",MERGE,72097,"Lethbridge College (Lethbridge Polytechnic)",Buyer,13,2,525,"Lethbridge College",Buyer,43,High,"join=EXACT"
